,Symbol,Company Name,Security Name,Cleaned Name
2116,NNBR,"NN, Inc. ","NN, Inc. - Common Stock","NN, Inc. "
2117,NNDM,Nano Dimension Ltd. ,Nano Dimension Ltd. - American Depositary Shares,Nano Dimension
2118,NODK,"NI Holdings, Inc. ","NI Holdings, Inc. - Common Stock","NI Holdings, Inc. "
2119,NOVN,"Novan, Inc. ","Novan, Inc. - Common Stock",Novan
2120,NOVT,Novanta Inc. ,Novanta Inc. - Common Shares,Novan
2121,NOVT,Novanta Inc. ,Novanta Inc. - Common Shares,Novanta
2122,NRC,National Research Corporation ,National Research Corporation - Common Stock,National Research
2123,NRIM,Northrim BanCorp Inc ,Northrim BanCorp Inc - Common Stock,Northrim BanCorp
2124,NSEC,"National Security Group, Inc. ","National Security Group, Inc. - Common Stock","National Security Group, Inc. "
2125,NSIT,"Insight Enterprises, Inc. ","Insight Enterprises, Inc. - Common Stock",Insight Enterprises
2126,NSSC,"NAPCO Security Technologies, Inc. ","NAPCO Security Technologies, Inc. - Common Stock",NAPCO Security Technologies
2127,NSTG,"NanoString Technologies, Inc. ","NanoString Technologies, Inc. - Common Stock",NanoString Technologies
2128,NSYS,Nortech Systems Incorporated ,Nortech Systems Incorporated - Common Stock,Nortech Systems
2129,NTAP,"NetApp, Inc. ","NetApp, Inc. - Common Stock",NetApp
2130,NTCT,"NetScout Systems, Inc. ","NetScout Systems, Inc. - Common Stock",NetScout Systems
2131,NTEC,Intec Pharma Ltd. ,Intec Pharma Ltd. - Ordinary Shares,ntec
2132,NTES,"NetEase, Inc. ","NetEase, Inc. - American Depositary Shares, each representing 25 ordinary shares",NetEase
2133,NTGN,"Neon Therapeutics, Inc. ","Neon Therapeutics, Inc. - Common Stock",Neon
2134,NTGR,"NETGEAR, Inc. ","NETGEAR, Inc. - Common Stock",NETGEAR
2135,NTIC,Northern Technologies International Corporation ,Northern Technologies International Corporation - Common Stock,Northern Technologies International
2136,NTLA,"Intellia Therapeutics, Inc. ","Intellia Therapeutics, Inc. - Common Stock",Intellia Therapeutics
2137,NTNX,"Nutanix, Inc. ","Nutanix, Inc. - Class A Common Stock",Nutanix
2138,NTRA,"Natera, Inc. ","Natera, Inc. - Common Stock",Natera
2139,NTRI,NutriSystem Inc ,NutriSystem Inc - Common Stock,NutriSystem
2140,NTRP,"Neurotrope, Inc. ","Neurotrope, Inc. - Common Stock",Neurotrope
2141,NTRS,Northern Trust Corporation ,Northern Trust Corporation - Common Stock,Northern Trust
2142,NTRSP,Northern Trust Corporation ,Northern Trust Corporation - Depository Shares,Northern Trust Corporation 
2143,NTWK,NETSOL Technologies Inc. ,NETSOL Technologies Inc. - Common Stock,NETSOL Technologies
2144,NUAN,"Nuance Communications, Inc. ","Nuance Communications, Inc. - Common Stock",Nuance 
2145,NURO,"NeuroMetrix, Inc. ","NeuroMetrix, Inc. - Common Stock",NeuroMetrix
2146,NUROW,"NeuroMetrix, Inc. ","NeuroMetrix, Inc. - Warrants",NeuroMetrix
2147,NUVA,"NuVasive, Inc. ","NuVasive, Inc. - Common Stock",NuVasive
2148,NVAX,"Novavax, Inc. ","Novavax, Inc. - Common Stock",Novavax
2149,NVCN,Neovasc Inc. ,Neovasc Inc. - Common Shares,Neovasc
2150,NVCR,NovoCure Limited ,NovoCure Limited - Ordinary Shares,NovoCure
2151,NVDA,NVIDIA Corporation ,NVIDIA Corporation - Common Stock,Corp.
2152,NVDA,NVIDIA Corporation ,NVIDIA Corporation - Common Stock,NVIDIA
2153,NVEC,NVE Corporation ,NVE Corporation - Common Stock,NVE Corporation
2154,NVEE,"NV5 Global, Inc. ","NV5 Global, Inc. - Common Stock",NV5 Global
2155,NVFY,"Nova Lifestyle, Inc ","Nova Lifestyle, Inc - Common Stock",Nova Lifestyle
2156,NVIV,InVivo Therapeutics Holdings Corp. ,InVivo Therapeutics Holdings Corp. - Common Stock,InVivo Therapeutics Holdings
2157,NVLN,Novelion Therapeutics Inc.  ,Novelion Therapeutics Inc.  - Common Shares,Novelion rapeutics
2158,NVMI,Nova Measuring Instruments Ltd. ,Nova Measuring Instruments Ltd. - Ordinary Shares,Nova Measuring Instruments
2159,NVMM,"Novume Solutions, Inc. ","Novume Solutions, Inc. - Common Stock",Novume
2160,NVTR,Nuvectra Corporation ,Nuvectra Corporation - Common Stock,Nuvectra
2161,NVUS,"Novus Therapeutics, Inc. ","Novus Therapeutics, Inc. - Common Stock",Novus
2162,NWBI,"Northwest Bancshares, Inc. ","Northwest Bancshares, Inc. - Common Stock",Northwest Bancshares
2163,NWFL,Norwood Financial Corp. ,Norwood Financial Corp. - Common Stock,Norwood Financial
2164,NWLI,"National Western Life Group, Inc. ","National Western Life Group, Inc. - Class A Common Stock",National Western Life Group
2165,NWPX,Northwest Pipe Company ,Northwest Pipe Company - Common Stock,Northwest Pipe Company
2166,NWS,News Corporation ,News Corporation - Class B Common Stock,News Corporation 
2167,NWSA,News Corporation ,News Corporation - Class A Common Stock,News Corporation
2168,NXPI,NXP Semiconductors N.V. ,NXP Semiconductors N.V. - Common Stock,NXP Semiconductors
2169,NXST,"Nexstar Media Group, Inc. ","Nexstar Media Group, Inc. - Class A Common Stock",Nexstar Media Group
2170,NXTM,"NxStage Medical, Inc. ","NxStage Medical, Inc. - Common Stock",NxStage 
2171,NYMT,"New York Mortgage Trust, Inc. ","New York Mortgage Trust, Inc. - Common Stock",New York Mortgage Trust
2172,NYMTN,"New York Mortgage Trust, Inc. ","New York Mortgage Trust, Inc. - 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","New York Mortgage Trust, Inc. "
2173,NYMTO,"New York Mortgage Trust, Inc. ","New York Mortgage Trust, Inc. - 7.875% Series C Cumulative Redeemable Preferred Stock","New York Mortgage Trust, Inc. "
2174,NYMTP,"New York Mortgage Trust, Inc. ","New York Mortgage Trust, Inc. - 7.75% Series B Cumulative Redeemable Preferred Stock","New York Mortgage Trust, Inc. "
2175,NYMX,Nymox Pharmaceutical Corporation ,Nymox Pharmaceutical Corporation - Common Stock,Nymox ceutical
2176,NYNY,"Empire Resorts, Inc. ","Empire Resorts, Inc. - Common Stock",Empire
2177,OASM,Oasmia Pharmaceutical AB ,Oasmia Pharmaceutical AB - American Depositary Shares,Oasmia ceutical AB
2178,OBAS,Optibase Ltd. ,Optibase Ltd. - Ordinary Shares,Optibase
2179,OBCI,Ocean Bio,"Ocean Bio-Chem, Inc. - Common Stock",Ocean Bio
2180,OBLN,"Obalon Therapeutics, Inc. ","Obalon Therapeutics, Inc. - Common Stock",Obalon
2181,OBNK,"Origin Bancorp, Inc. ","Origin Bancorp, Inc. - Common Stock",Origin
2182,OBSV,ObsEva SA ,ObsEva SA - Common Shares,ObsEva
2183,OCC,Optical Cable Corporation ,Optical Cable Corporation - Common Stock,Optical Cable Corporation
2184,OCFC,OceanFirst Financial Corp. ,OceanFirst Financial Corp. - Common Stock,OceanFirst Financial Corp.
2185,OCLR,"Oclaro, Inc. ","Oclaro, Inc. - Common Stock",Oclaro
2186,OCSL,Oaktree Specialty Lending Corporation ,Oaktree Specialty Lending Corporation - Common Stock,Oaktree Specialty Lending Corporation
2187,OCSL,Oaktree Specialty Lending Corporation ,Oaktree Specialty Lending Corporation - Common Stock,Oaktree Specialty
2188,OCSLL,Oaktree Specialty Lending Corporation ,Oaktree Specialty Lending Corporation - 6.125% senior notes due 2028,Oaktree Specialty Lending Corporation 
2189,OCUL,"Ocular Therapeutix, Inc. ","Ocular Therapeutix, Inc. - Common Stock",Ocular Therapeutix
2190,ODFL,"Old Dominion Freight Line, Inc. ","Old Dominion Freight Line, Inc. - Common Stock",Old Dominion Freight Line
2191,ODP,"Office Depot, Inc. ","Office Depot, Inc. - Common Stock",Office Depot
2192,ODT,"Odonate Therapeutics, Inc. ","Odonate Therapeutics, Inc. - Common Stock",Odonate
2193,OESX,"Orion Energy Systems, Inc. ","Orion Energy Systems, Inc. - Common Stock",Orion Energy Systems
2194,OFED,Oconee Federal Financial Corp. ,Oconee Federal Financial Corp. - Common Stock,Oconee Federal Financial Corp.
2195,OFED,Oconee Federal Financial Corp. ,Oconee Federal Financial Corp. - Common Stock,Oconee Federal Financial
2196,OFIX,Orthofix Medical Inc.  ,Orthofix Medical Inc.  - Common Stock,Orthofix Medical Inc.
2197,OFIX,Orthofix Medical Inc.  ,Orthofix Medical Inc.  - Common Stock,Orthofix Medical
2198,OFLX,"Omega Flex, Inc. ","Omega Flex, Inc. - Common Stock",Omega Flex
2199,OFS,OFS Capital Corporation ,OFS Capital Corporation - Common Stock,OFS Capital Corporation
2200,OFS,OFS Capital Corporation ,OFS Capital Corporation - Common Stock,OFS Capital
2201,OHGI,"One Horizon Group, Inc. ","One Horizon Group, Inc. - Common Stock","One Horizon Group, Inc. "
2202,OHRP,"Ohr Pharmaceutical, Inc. ","Ohr Pharmaceutical, Inc. - Common Stock",Ohr ceutical
2203,OIIM,O2Micro International Limited ,O2Micro International Limited - Ordinary Shares each 50 shares of which are represented by an American Depositary Share,O2Micro International Limited 
2204,OKDCC,Eaton Vance NextShares Trust II ,Eaton Vance NextShares Trust II - Eaton Vance Oaktree Diversified Credit NextShares,Eaton Vance NextShares Trust II 
2205,OKTA,"Okta, Inc. ","Okta, Inc. - Class A Common Stock",Okta
2206,OLBK,"Old Line Bancshares, Inc. ","Old Line Bancshares, Inc. - Common Stock",Line
2207,OLD,The Long,The Long-Term Care ETF,The Long
2208,OLED,Universal Display Corporation ,Universal Display Corporation - Common Stock,Universal Display Corporation
2209,OLED,Universal Display Corporation ,Universal Display Corporation - Common Stock,Universal Display
2210,OLLI,"Ollie's Bargain Outlet Holdings, Inc. ","Ollie's Bargain Outlet Holdings, Inc. - Common Stock",Ollie's Bargain Outlet Holdings
2211,OLLI,"Ollie's Bargain Outlet Holdings, Inc. ","Ollie's Bargain Outlet Holdings, Inc. - Common Stock",Ollie's Bargain Outlet
2212,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.
2213,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares,Grupo Aeroportuario del Centro Norte
2214,OMCL,"Omnicell, Inc. ","Omnicell, Inc. - Common Stock",Omnicell
2215,OMED,"OncoMed Pharmaceuticals, Inc. ","OncoMed Pharmaceuticals, Inc. - Common Stock",OncoMed
2216,OMER,Omeros Corporation ,Omeros Corporation - Common Stock,Omeros Corporation
2217,OMER,Omeros Corporation ,Omeros Corporation - Common Stock,Omeros
2218,OMEX,"Odyssey Marine Exploration, Inc. ","Odyssey Marine Exploration, Inc. - Common Stock",Odyssey Marine Exploration
2219,ON,ON Semiconductor Corporation ,ON Semiconductor Corporation - Common Stock,ON Semiconductor Corporation
2220,ON,ON Semiconductor Corporation ,ON Semiconductor Corporation - Common Stock,ON Semiconductor
2221,ONB,Old National Bancorp ,Old National Bancorp - Common Stock,Old National Bancorp
2222,ONCE,"Spark Therapeutics, Inc. ","Spark Therapeutics, Inc. - Common Stock","Spark Therapeutics, Inc. "
2223,ONCS,OncoSec Medical Incorporated ,OncoSec Medical Incorporated - Common Stock,OncoSec  orporated
2224,ONCY,Oncolytics Biotech Inc. ,Oncolytics Biotech Inc. - Common Shares,Oncolytics Biotech Inc.
2225,ONCY,Oncolytics Biotech Inc. ,Oncolytics Biotech Inc. - Common Shares,Oncolytics Biotech
2226,ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,Fidelity Nasdaq Composite Index Tracking Stock,mposite  Tracking
2227,ONS,"Oncobiologics, Inc. ","Oncobiologics, Inc. - Common Stock",Oncobiologics
2228,ONSIW,"Oncobiologics, Inc. ","Oncobiologics, Inc. - Series A Warrant",Oncobiologics
2229,ONTX,"Onconova Therapeutics, Inc. ","Onconova Therapeutics, Inc. - Common Stock",Onconova Therapeutics
2230,ONTXW,"Onconova Therapeutics, Inc. ","Onconova Therapeutics, Inc. - Warrants",Onconova
2231,ONVO,"Organovo Holdings, Inc. ","Organovo Holdings, Inc. - Common Stock",Organovo Holdings
2232,OPB,Opus Bank ,Opus Bank - Common Stock,Opus
2233,OPBK,OP Bancorp ,OP Bancorp - Common Stock,OP Bancorp
2234,OPES,Opes Acquisition Corp. ,Opes Acquisition Corp. - Common Stock,Opes Acquisition Corp. 
2235,OPESU,Opes Acquisition Corp. ,Opes Acquisition Corp. - Unit,Opes Acquisition Corp. 
2236,OPESW,Opes Acquisition Corp. ,Opes Acquisition Corp. - Warrant,Opes Acquisition Corp. 
2237,OPGN,"OpGen, Inc. ","OpGen, Inc. - Common Stock",OpGen
2238,OPGNW,"OpGen, Inc. ","OpGen, Inc. - Warrant",OpGen
2239,OPHC,"OptimumBank Holdings, Inc. ","OptimumBank Holdings, Inc. - Common Stock",OptimumBank Holdings
2240,OPHT,Ophthotech Corporation ,Ophthotech Corporation - Common Stock,Ophthotech
2241,OPK,"Opko Health, Inc. ","Opko Health, Inc. - Common Stock",Opko Health
2242,OPNT,"Opiant Pharmaceuticals, Inc. ","Opiant Pharmaceuticals, Inc. - Common Stock",Opiant
2243,OPOF,Old Point Financial Corporation ,Old Point Financial Corporation - Common Stock,Old Point Financial Corporation
2244,OPOF,Old Point Financial Corporation ,Old Point Financial Corporation - Common Stock,Old Point Financial
2245,OPRA,Opera Limited ,Opera Limited - American Depositary Shares,Opera Limited
2246,OPRA,Opera Limited ,Opera Limited - American Depositary Shares,Opera
2247,OPRX,OptimizeRx Corporation ,OptimizeRx Corporation - Common Stock,OptimizeRx Corporation
2248,OPRX,OptimizeRx Corporation ,OptimizeRx Corporation - Common Stock,OptimizeRx
2249,OPTN,"OptiNose, Inc. ","OptiNose, Inc. - Common Stock",OptiNose
2250,OPTT,"Ocean Power Technologies, Inc. ","Ocean Power Technologies, Inc. - Common Stock",Ocean Power Technologies
2251,ORBC,ORBCOMM Inc. ,ORBCOMM Inc. - Common Stock,ORBCOMM
2252,ORBK,Orbotech Ltd. ,Orbotech Ltd. - Ordinary Shares,Orbotech
2253,ORG,The Organics ETF,The Organics ETF,Organics
2254,ORGS,Orgenesis Inc. ,Orgenesis Inc. - Common Stock,Orgenesis Inc.
2255,ORGS,Orgenesis Inc. ,Orgenesis Inc. - Common Stock,Orgenesis
2256,ORIG,Ocean Rig UDW Inc. ,Ocean Rig UDW Inc. - Class A Common Shares,Rig UDW
2257,ORIT,Oritani Financial Corp. ,Oritani Financial Corp. - Common Stock,Oritani
2258,ORLY,"O'Reilly Automotive, Inc. ","O'Reilly Automotive, Inc. - Common Stock",O'Reilly Automotive
2259,ORMP,Oramed Pharmaceuticals Inc. ,Oramed Pharmaceuticals Inc. - Common Stock,Oramed Pharmaceuticals Inc.
2260,ORMP,Oramed Pharmaceuticals Inc. ,Oramed Pharmaceuticals Inc. - Common Stock,Oramed Pharmaceuticals
2261,ORPN,Bioblast Pharma Ltd. ,Bioblast Pharma Ltd. - Ordinary Shares,blast
2262,ORRF,Orrstown Financial Services Inc ,Orrstown Financial Services Inc - Common Stock,Orrstown Financial Services Inc
2263,ORRF,Orrstown Financial Services Inc ,Orrstown Financial Services Inc - Common Stock,Orrstown Financial Services
2264,OSBC,"Old Second Bancorp, Inc. ","Old Second Bancorp, Inc. - Common Stock",Old Second Bancorp
2265,OSBCP,"Old Second Bancorp, Inc. ","Old Second Bancorp, Inc. - 7.80% Cumulative Trust Preferred Securities","Old Second Bancorp, Inc. "
2266,OSIR,"Osiris Therapeutics, Inc. ","Osiris Therapeutics, Inc. - Common Stock",Osiris
2267,OSIS,"OSI Systems, Inc. ","OSI Systems, Inc. - Common Stock",OSI Systems
2268,OSN,"Ossen Innovation Co., Ltd. ","Ossen Innovation Co., Ltd. - American Depositary Shares",Ossen nnovation
2269,OSPN,OneSpan Inc. ,OneSpan Inc. - Common Stock,OneSpan Inc.
2270,OSPN,OneSpan Inc. ,OneSpan Inc. - Common Stock,OneSpan
2271,OSPR,Osprey Energy Acquisition Corp. ,Osprey Energy Acquisition Corp. - Class A Common Stock,Osprey Energy Acquisition Corp. 
2272,OSPRU,Osprey Energy Acquisition Corp. ,Osprey Energy Acquisition Corp. - Unit,Osprey Energy Acquisition Corp. 
2273,OSPRW,Osprey Energy Acquisition Corp. ,Osprey Energy Acquisition Corp. - Warrant,Osprey Energy Acquisition Corp. 
2274,OSS,"One Stop Systems, Inc. ","One Stop Systems, Inc. - Common Stock",One Stop Systems
2275,OSTK,"Overstock.com, Inc. ","Overstock.com, Inc. - Common Stock",Overstock.com
2276,OSUR,"OraSure Technologies, Inc. ","OraSure Technologies, Inc. - Common Stock",OraSure Technologies
2277,OTEL,Otelco Inc. ,Otelco Inc. - Common Stock,Otelco
2278,OTEX,Open Text Corporation ,Open Text Corporation - Common Shares,Open Text Corporation
2279,OTEX,Open Text Corporation ,Open Text Corporation - Common Shares,Open Text
2280,OTIC,"Otonomy, Inc. ","Otonomy, Inc. - Common Stock",Otonomy
2281,OTIV,On Track Innovations Ltd ,On Track Innovations Ltd - Ordinary Shares,On Track nnovations
2282,OTTR,Otter Tail Corporation ,Otter Tail Corporation - Common Stock,Otter Tail Corporation
2283,OTTR,Otter Tail Corporation ,Otter Tail Corporation - Common Stock,Otter Tail
2284,OTTW,"Ottawa Bancorp, Inc. ","Ottawa Bancorp, Inc. - Common Stock",Ottawa Bancorp
2285,OVAS,OvaScience Inc. ,OvaScience Inc. - Common Stock,OvaScience
2286,OVBC,Ohio Valley Banc Corp. ,Ohio Valley Banc Corp. - Common Stock,Ohio Valley Banc Corp.
2287,OVBC,Ohio Valley Banc Corp. ,Ohio Valley Banc Corp. - Common Stock,Ohio Valley Banc Corp
2288,OVID,Ovid Therapeutics Inc. ,Ovid Therapeutics Inc. - Common Stock,Ovid Therapeutics Inc.
2289,OVID,Ovid Therapeutics Inc. ,Ovid Therapeutics Inc. - Common Stock,Ovid Therapeutics
2290,OVLY,Oak Valley Bancorp (CA) ,Oak Valley Bancorp (CA) - Common Stock,Oak Valley Bancorp (CA)
2291,OVLY,Oak Valley Bancorp (CA) ,Oak Valley Bancorp (CA) - Common Stock,Oak Valley Bancorp
2292,OXBR,Oxbridge Re Holdings Limited ,Oxbridge Re Holdings Limited - Ordinary Shares,Oxbridge Re Holdings Limited
2293,OXBR,Oxbridge Re Holdings Limited ,Oxbridge Re Holdings Limited - Ordinary Shares,Oxbridge Re Holdings
2294,OXBRW,Oxbridge Re Holdings Limited ,Oxbridge Re Holdings Limited - Warrant,Oxbridge Re
2295,OXFD,Oxford Immunotec Global PLC ,Oxford Immunotec Global PLC - Ordinary Shares,mmunotec
2296,OXLC,Oxford Lane Capital Corp. ,Oxford Lane Capital Corp. - Common Stock,Oxford Lane Capital Corp.
2297,OXLC,Oxford Lane Capital Corp. ,Oxford Lane Capital Corp. - Common Stock,Oxford Lane Capital
2298,OXLCM,Oxford Lane Capital Corp. ,Oxford Lane Capital Corp. - 6.75% Series 2024 Term Preferred Stock,Oxford Lane Capital Corp. 
2299,OXLCO,Oxford Lane Capital Corp. ,"Oxford Lane Capital Corp. - Term Preferred Shares, 7.50% Series 2023",Oxford Lane Capital Corp. 
2300,OXSQ,Oxford Square Capital Corp. ,Oxford Square Capital Corp. - Closed End Fund,Oxford Square Capital Corp.
2301,OXSQ,Oxford Square Capital Corp. ,Oxford Square Capital Corp. - Closed End Fund,Oxford Square Capital
2302,OXSQL,Oxford Square Capital Corp. ,Oxford Square Capital Corp. - 6.50% Notes due 2024,Square
2303,OZK,Bank OZK ,Bank OZK - Common Stock,Bank OZK
2304,PAAS,Pan American Silver Corp. ,Pan American Silver Corp. - Common Stock,Pan American Silver Corp.
2305,PAAS,Pan American Silver Corp. ,Pan American Silver Corp. - Common Stock,Pan American Silver
2306,PACB,"Pacific Biosciences of California, Inc. ","Pacific Biosciences of California, Inc. - Common Stock",Pacific Biosciences of California
2307,PACQ,Pure Acquisition Corp. ,Pure Acquisition Corp. - Class A Common Stock,Pure Acquisition Corp. 
